venta_id,fecha,hora,cliente_id,producto_id,cantidad,precio_unitario,subtotal,descuento_aplicado,total,fecha_carga,fuente_dato,nombre_producto,categoria,precio_catalogo,nombre_cliente,apellido,ciudad,es_premium,diferencia_precio,descuento_valor,categoria_venta
VEN0252,2025-02-02,20:40,CLI083,PROD046,3,15.32,45.96,0.1,41.36,2026-03-22 19:31:25,ventas,Libro Autoayuda,Libros,15.32,Antonio,Rodríguez,Sevilla,True,0.0,4.596,Baja
VEN0253,2025-02-03,13:06,CLI072,PROD004,4,58.99,235.96,0.0,235.96,2026-03-22 19:31:25,ventas,Webcam HD,Electrónica,58.99,Roberto,Pérez,Barcelona,False,0.0,0.0,Alta
VEN0254,2025-02-10,12:46,CLI085,PROD046,5,15.32,76.6,0.1,68.94,2026-03-22 19:31:25,ventas,Libro Autoayuda,Libros,15.32,Beatriz,Fernández,Madrid,True,0.0,7.66,Media
VEN0255,2025-02-28,10:21,CLI011,PROD039,5,34.09,170.45,0.0,170.45,2026-03-22 19:31:25,ventas,Rodilleras,Deportes,34.09,Pedro,Díaz,Madrid,False,0.0,0.0,Alta
VEN0256,2025-02-22,10:58,CLI045,PROD015,3,25.34,76.02,0.1,68.42,2026-03-22 19:31:25,ventas,Chaqueta Impermeable,Ropa,25.34,Laura,Jiménez,Málaga,True,0.0,7.602,Media
VEN0257,2025-02-21,19:42,CLI051,PROD040,2,33.96,67.92,0.1,61.13,2026-03-22 19:31:25,ventas,Cronómetro Digital,Deportes,33.96,Beatriz,Fernández,Zaragoza,True,0.0,6.792000000000001,Media
VEN0258,2025-02-20,19:05,CLI040,PROD046,5,15.32,76.6,0.0,76.6,2026-03-22 19:31:25,ventas,Libro Autoayuda,Libros,15.32,Roberto,Martínez,Bilbao,False,0.0,0.0,Media
VEN0259,2025-02-13,18:50,CLI043,PROD011,2,22.58,45.16,0.1,40.64,2026-03-22 19:31:25,ventas,Camiseta Básica,Ropa,22.58,María,García,Murcia,True,0.0,4.516,Baja
VEN0260,2025-02-22,19:53,CLI095,PROD024,5,45.19,225.95,0.0,225.95,2026-03-22 19:31:25,ventas,Cortinas Blackout,Hogar,45.19,Javier,Rodríguez,Madrid,False,0.0,0.0,Alta
VEN0261,2025-02-03,18:42,CLI055,PROD030,5,19.67,98.35,0.1,88.52,2026-03-22 19:31:25,ventas,Velas Aromáticas Pack 3,Hogar,19.67,Fernando,García,Barcelona,True,0.0,9.835,Media
VEN0262,2025-02-12,08:23,CLI040,PROD039,2,34.09,68.18,0.0,68.18,2026-03-22 19:31:25,ventas,Rodilleras,Deportes,34.09,Roberto,Martínez,Bilbao,False,0.0,0.0,Media
VEN0263,2025-02-07,13:49,CLI063,PROD035,2,12.5,25.0,0.0,25.0,2026-03-22 19:31:25,ventas,Banda Elástica,Deportes,12.5,Antonio,Sánchez,Sevilla,False,0.0,0.0,Baja
VEN0264,2025-02-08,10:09,CLI010,PROD037,3,15.72,47.16,0.0,47.16,2026-03-22 19:31:25,ventas,Mochila Deportiva,Deportes,15.72,Beatriz,Torres,Sevilla,False,0.0,0.0,Baja
VEN0265,2025-02-28,20:06,CLI065,PROD044,5,32.83,164.15,0.1,147.74,2026-03-22 19:31:25,ventas,Biografía Histórica,Libros,32.83,Sofía,Rodríguez,Málaga,True,0.0,16.415000000000003,Media
VEN0266,2025-02-27,19:56,CLI068,PROD014,1,45.51,45.51,0.0,45.51,2026-03-22 19:31:25,ventas,Zapatillas Deportivas,Ropa,45.51,Carlos,Martínez,Bilbao,False,0.0,0.0,Baja
VEN0267,2025-02-22,13:56,CLI099,PROD009,5,27.92,139.6,0.0,139.6,2026-03-22 19:31:25,ventas,Adaptador HDMI,Electrónica,27.92,Elena,Ruiz,Bilbao,False,0.0,0.0,Media
VEN0268,2025-02-05,17:24,CLI020,PROD016,2,57.95,115.9,0.1,104.31,2026-03-22 19:31:25,ventas,Gorra Deportiva,Ropa,57.95,Ana,Martínez,Madrid,True,0.0,11.590000000000002,Media
VEN0269,2025-02-06,21:44,CLI099,PROD046,5,15.32,76.6,0.0,76.6,2026-03-22 19:31:25,ventas,Libro Autoayuda,Libros,15.32,Elena,Ruiz,Bilbao,False,0.0,0.0,Media
VEN0270,2025-02-26,10:46,CLI057,PROD023,1,42.83,42.83,0.0,42.83,2026-03-22 19:31:25,ventas,Cojín Decorativo,Hogar,42.83,Javier,López,Madrid,False,0.0,0.0,Baja
VEN0271,2025-02-14,13:43,CLI093,PROD040,2,33.96,67.92,0.0,67.92,2026-03-22 19:31:25,ventas,Cronómetro Digital,Deportes,33.96,Sofía,Martínez,Bilbao,False,0.0,0.0,Media
VEN0272,2025-02-15,17:18,CLI097,PROD002,4,63.2,252.8,0.1,227.52,2026-03-22 19:31:25,ventas,Mouse Inalámbrico,Electrónica,63.2,Javier,Díaz,Sevilla,True,0.0,25.28,Alta
VEN0273,2025-02-08,16:15,CLI040,PROD014,4,45.51,182.04,0.0,182.04,2026-03-22 19:31:25,ventas,Zapatillas Deportivas,Ropa,45.51,Roberto,Martínez,Bilbao,False,0.0,0.0,Alta
VEN0274,2025-02-27,11:23,CLI087,PROD002,5,63.2,316.0,0.0,316.0,2026-03-22 19:31:25,ventas,Mouse Inalámbrico,Electrónica,63.2,Raquel,Torres,Bilbao,False,0.0,0.0,Alta
VEN0275,2025-02-15,15:49,CLI037,PROD043,4,16.69,66.76,0.1,60.08,2026-03-22 19:31:25,ventas,Guía Viajes Europa,Libros,16.69,Beatriz,Jiménez,Valencia,True,0.0,6.676000000000001,Media
VEN0276,2025-02-17,16:26,CLI021,PROD031,2,39.19,78.38,0.1,70.54,2026-03-22 19:31:25,ventas,Botella Agua 1L,Deportes,39.19,Carlos,Morales,Málaga,True,0.0,7.838,Media
VEN0277,2025-02-26,17:08,CLI033,PROD035,1,12.5,12.5,0.0,12.5,2026-03-22 19:31:25,ventas,Banda Elástica,Deportes,12.5,Ana,Rodríguez,Zaragoza,False,0.0,0.0,Baja
VEN0278,2025-02-21,15:55,CLI048,PROD036,5,15.99,79.95,0.1,71.96,2026-03-22 19:31:25,ventas,Guantes Gym,Deportes,15.99,Juan,Jiménez,Valencia,True,0.0,7.995000000000001,Media
VEN0279,2025-02-04,19:54,CLI067,PROD012,1,25.35,25.35,0.0,25.35,2026-03-22 19:31:25,ventas,Jeans Clásicos,Ropa,25.35,Ana,Martínez,Zaragoza,False,0.0,0.0,Baja
VEN0280,2025-02-10,09:48,CLI021,PROD020,3,47.03,141.09,0.1,126.98,2026-03-22 19:31:25,ventas,Cinturón Cuero,Ropa,47.03,Carlos,Morales,Málaga,True,0.0,14.109000000000002,Media
VEN0281,2025-02-15,16:09,CLI056,PROD047,1,19.89,19.89,0.1,17.9,2026-03-22 19:31:25,ventas,Cómic Aventuras,Libros,19.89,Fernando,García,Málaga,True,0.0,1.989,Baja
VEN0282,2025-02-08,21:28,CLI045,PROD023,1,42.83,42.83,0.1,38.55,2026-03-22 19:31:25,ventas,Cojín Decorativo,Hogar,42.83,Laura,Jiménez,Málaga,True,0.0,4.283,Baja
VEN0283,2025-02-14,08:25,CLI065,PROD026,3,10.92,32.76,0.1,29.48,2026-03-22 19:31:25,ventas,Lámpara Mesa,Hogar,10.92,Sofía,Rodríguez,Málaga,True,0.0,3.276,Baja
VEN0284,2025-02-08,14:05,CLI048,PROD022,2,11.31,22.62,0.1,20.36,2026-03-22 19:31:25,ventas,Toallas Pack 4,Hogar,11.31,Juan,Jiménez,Valencia,True,0.0,2.262,Baja
VEN0285,2025-02-01,13:59,CLI013,PROD009,3,27.92,83.76,0.1,75.38,2026-03-22 19:31:25,ventas,Adaptador HDMI,Electrónica,27.92,Diego,García,Sevilla,True,0.0,8.376000000000001,Media
VEN0286,2025-02-26,10:08,CLI005,PROD050,3,23.47,70.41,0.1,63.37,2026-03-22 19:31:25,ventas,Thriller Político,Libros,23.47,Beatriz,González,Madrid,True,0.0,7.041,Media
VEN0287,2025-02-27,15:44,CLI018,PROD048,4,21.47,85.88,0.0,85.88,2026-03-22 19:31:25,ventas,Enciclopedia Natural,Libros,21.47,Juan,Sánchez,Sevilla,False,0.0,0.0,Media
VEN0288,2025-02-15,17:00,CLI011,PROD041,1,15.73,15.73,0.0,15.73,2026-03-22 19:31:25,ventas,Novela Misterio,Libros,15.73,Pedro,Díaz,Madrid,False,0.0,0.0,Baja
VEN0289,2025-02-09,11:53,CLI020,PROD001,5,56.56,282.8,0.1,254.52,2026-03-22 19:31:25,ventas,Auriculares Bluetooth,Electrónica,56.56,Ana,Martínez,Madrid,True,0.0,28.28,Alta
VEN0290,2025-02-24,17:33,CLI055,PROD001,1,56.56,56.56,0.1,50.9,2026-03-22 19:31:25,ventas,Auriculares Bluetooth,Electrónica,56.56,Fernando,García,Barcelona,True,0.0,5.656000000000001,Media
VEN0291,2025-02-25,12:15,CLI039,PROD043,1,16.69,16.69,0.1,15.02,2026-03-22 19:31:25,ventas,Guía Viajes Europa,Libros,16.69,Isabel,Martínez,Sevilla,True,0.0,1.6690000000000003,Baja
VEN0292,2025-02-02,11:26,CLI082,PROD041,5,15.73,78.65,0.0,78.65,2026-03-22 19:31:25,ventas,Novela Misterio,Libros,15.73,Raquel,Rodríguez,Sevilla,False,0.0,0.0,Media
VEN0293,2025-02-15,09:07,CLI064,PROD005,5,20.65,103.25,0.1,92.92,2026-03-22 19:31:25,ventas,Cable USB-C,Electrónica,20.65,Luis,Morales,Sevilla,True,0.0,10.325000000000001,Media
VEN0294,2025-02-18,08:40,CLI066,PROD015,5,25.34,126.7,0.0,126.7,2026-03-22 19:31:25,ventas,Chaqueta Impermeable,Ropa,25.34,Carmen,Pérez,Bilbao,False,0.0,0.0,Media
VEN0295,2025-02-08,19:09,CLI038,PROD020,4,47.03,188.12,0.1,169.31,2026-03-22 19:31:25,ventas,Cinturón Cuero,Ropa,47.03,Pedro,Martínez,Barcelona,True,0.0,18.812,Alta
VEN0296,2025-02-01,17:22,CLI031,PROD004,5,58.99,294.95,0.1,265.46,2026-03-22 19:31:25,ventas,Webcam HD,Electrónica,58.99,Pedro,Rodríguez,Murcia,True,0.0,29.495,Alta
VEN0297,2025-02-14,10:42,CLI086,PROD017,1,16.91,16.91,0.0,16.91,2026-03-22 19:31:25,ventas,Calcetines Pack 3,Ropa,16.91,Juan,Fernández,Valencia,False,0.0,0.0,Baja
VEN0298,2025-02-17,13:04,CLI068,PROD009,5,27.92,139.6,0.0,139.6,2026-03-22 19:31:25,ventas,Adaptador HDMI,Electrónica,27.92,Carlos,Martínez,Bilbao,False,0.0,0.0,Media
VEN0299,2025-02-17,20:32,CLI071,PROD027,1,17.57,17.57,0.0,17.57,2026-03-22 19:31:25,ventas,Espejo Pared,Hogar,17.57,Miguel,Rodríguez,Barcelona,False,0.0,0.0,Baja
VEN0300,2025-02-13,21:30,CLI006,PROD011,4,22.58,90.32,0.0,90.32,2026-03-22 19:31:25,ventas,Camiseta Básica,Ropa,22.58,Fernando,Flores,Zaragoza,False,0.0,0.0,Media
VEN0301,2025-02-12,12:47,CLI003,PROD032,3,22.96,68.88,0.0,68.88,2026-03-22 19:31:25,ventas,Yoga Mat,Deportes,22.96,Juan,López,Valencia,False,0.0,0.0,Media
VEN0302,2025-02-26,09:22,CLI031,PROD014,1,45.51,45.51,0.1,40.96,2026-03-22 19:31:25,ventas,Zapatillas Deportivas,Ropa,45.51,Pedro,Rodríguez,Murcia,True,0.0,4.551,Baja
VEN0303,2025-02-25,17:47,CLI097,PROD017,3,16.91,50.73,0.1,45.66,2026-03-22 19:31:25,ventas,Calcetines Pack 3,Ropa,16.91,Javier,Díaz,Sevilla,True,0.0,5.073,Baja
VEN0304,2025-02-05,08:22,CLI070,PROD014,3,45.51,136.53,0.1,122.88,2026-03-22 19:31:25,ventas,Zapatillas Deportivas,Ropa,45.51,Carmen,García,Bilbao,True,0.0,13.653,Media
VEN0305,2025-02-27,18:11,CLI100,PROD029,4,44.39,177.56,0.1,159.8,2026-03-22 19:31:25,ventas,Marco Fotos,Hogar,44.39,Laura,Torres,Madrid,True,0.0,17.756,Alta
VEN0306,2025-02-23,15:40,CLI024,PROD001,2,56.56,113.12,0.0,113.12,2026-03-22 19:31:25,ventas,Auriculares Bluetooth,Electrónica,56.56,Javier,Sánchez,Barcelona,False,0.0,0.0,Media
VEN0307,2025-02-03,19:49,CLI059,PROD012,1,25.35,25.35,0.1,22.82,2026-03-22 19:31:25,ventas,Jeans Clásicos,Ropa,25.35,Juan,Pérez,Bilbao,True,0.0,2.535,Baja
VEN0308,2025-02-10,11:02,CLI026,PROD023,1,42.83,42.83,0.1,38.55,2026-03-22 19:31:25,ventas,Cojín Decorativo,Hogar,42.83,Juan,García,Bilbao,True,0.0,4.283,Baja
VEN0309,2025-02-11,12:32,CLI051,PROD049,5,13.49,67.45,0.1,60.71,2026-03-22 19:31:25,ventas,Poesía Clásica,Libros,13.49,Beatriz,Fernández,Zaragoza,True,0.0,6.745000000000001,Media
VEN0310,2025-02-16,12:02,CLI097,PROD010,2,60.59,121.18,0.1,109.06,2026-03-22 19:31:25,ventas,Lámpara LED,Electrónica,60.59,Javier,Díaz,Sevilla,True,0.0,12.118000000000002,Media
VEN0311,2025-02-10,13:55,CLI100,PROD031,1,39.19,39.19,0.1,35.27,2026-03-22 19:31:25,ventas,Botella Agua 1L,Deportes,39.19,Laura,Torres,Madrid,True,0.0,3.919,Baja
VEN0312,2025-02-28,18:21,CLI035,PROD024,1,45.19,45.19,0.1,40.67,2026-03-22 19:31:25,ventas,Cortinas Blackout,Hogar,45.19,Luis,Sánchez,Madrid,True,0.0,4.519,Baja
VEN0313,2025-02-26,13:27,CLI052,PROD038,4,19.45,77.8,0.1,70.02,2026-03-22 19:31:25,ventas,Toalla Microfibra,Deportes,19.45,Javier,Morales,Zaragoza,True,0.0,7.78,Media
VEN0314,2025-02-13,13:11,CLI064,PROD028,4,49.38,197.52,0.1,177.77,2026-03-22 19:31:25,ventas,Reloj Pared,Hogar,49.38,Luis,Morales,Sevilla,True,0.0,19.752000000000002,Alta
VEN0315,2025-02-12,20:33,CLI035,PROD026,1,10.92,10.92,0.1,9.83,2026-03-22 19:31:25,ventas,Lámpara Mesa,Hogar,10.92,Luis,Sánchez,Madrid,True,0.0,1.092,Baja
VEN0316,2025-02-24,14:05,CLI056,PROD003,5,29.51,147.55,0.1,132.8,2026-03-22 19:31:25,ventas,Teclado Mecánico,Electrónica,29.51,Fernando,García,Málaga,True,0.0,14.755000000000003,Media
VEN0317,2025-02-27,10:34,CLI038,PROD047,3,19.89,59.67,0.1,53.7,2026-03-22 19:31:25,ventas,Cómic Aventuras,Libros,19.89,Pedro,Martínez,Barcelona,True,0.0,5.9670000000000005,Media
VEN0318,2025-02-04,09:20,CLI085,PROD043,3,16.69,50.07,0.1,45.06,2026-03-22 19:31:25,ventas,Guía Viajes Europa,Libros,16.69,Beatriz,Fernández,Madrid,True,0.0,5.007000000000001,Baja
VEN0319,2025-02-10,15:38,CLI092,PROD014,4,45.51,182.04,0.1,163.84,2026-03-22 19:31:25,ventas,Zapatillas Deportivas,Ropa,45.51,Laura,López,Sevilla,True,0.0,18.204,Alta
VEN0320,2025-02-06,19:28,CLI045,PROD032,4,22.96,91.84,0.1,82.66,2026-03-22 19:31:25,ventas,Yoga Mat,Deportes,22.96,Laura,Jiménez,Málaga,True,0.0,9.184000000000001,Media
VEN0321,2025-02-02,19:55,CLI046,PROD016,5,57.95,289.75,0.0,289.75,2026-03-22 19:31:25,ventas,Gorra Deportiva,Ropa,57.95,Miguel,González,Valencia,False,0.0,0.0,Alta
VEN0322,2025-02-14,12:40,CLI008,PROD018,1,16.64,16.64,0.1,14.98,2026-03-22 19:31:25,ventas,Bufanda Lana,Ropa,16.64,Ana,Ramírez,Zaragoza,True,0.0,1.6640000000000001,Baja
VEN0323,2025-02-22,18:25,CLI047,PROD037,5,15.72,78.6,0.0,78.6,2026-03-22 19:31:25,ventas,Mochila Deportiva,Deportes,15.72,Roberto,Flores,Madrid,False,0.0,0.0,Media
VEN0324,2025-02-26,19:43,CLI021,PROD003,1,29.51,29.51,0.1,26.56,2026-03-22 19:31:25,ventas,Teclado Mecánico,Electrónica,29.51,Carlos,Morales,Málaga,True,0.0,2.9510000000000005,Baja
VEN0325,2025-02-05,21:38,CLI087,PROD014,4,45.51,182.04,0.0,182.04,2026-03-22 19:31:25,ventas,Zapatillas Deportivas,Ropa,45.51,Raquel,Torres,Bilbao,False,0.0,0.0,Alta
VEN0326,2025-02-02,10:04,CLI031,PROD002,3,63.2,189.6,0.1,170.64,2026-03-22 19:31:25,ventas,Mouse Inalámbrico,Electrónica,63.2,Pedro,Rodríguez,Murcia,True,0.0,18.96,Alta
VEN0327,2025-02-12,14:36,CLI005,PROD045,5,31.91,159.55,0.1,143.6,2026-03-22 19:31:25,ventas,Manual Python,Libros,31.91,Beatriz,González,Madrid,True,0.0,15.955000000000002,Media
VEN0328,2025-02-05,18:28,CLI048,PROD043,3,16.69,50.07,0.1,45.06,2026-03-22 19:31:25,ventas,Guía Viajes Europa,Libros,16.69,Juan,Jiménez,Valencia,True,0.0,5.007000000000001,Baja
VEN0329,2025-02-15,20:04,CLI074,PROD036,2,15.99,31.98,0.0,31.98,2026-03-22 19:31:25,ventas,Guantes Gym,Deportes,15.99,Fernando,López,Sevilla,False,0.0,0.0,Baja
VEN0330,2025-02-17,13:25,CLI041,PROD034,3,42.78,128.34,0.0,128.34,2026-03-22 19:31:25,ventas,Cuerda Saltar,Deportes,42.78,Carmen,Sánchez,Málaga,False,0.0,0.0,Media
VEN0331,2025-02-08,09:01,CLI095,PROD046,2,15.32,30.64,0.0,30.64,2026-03-22 19:31:25,ventas,Libro Autoayuda,Libros,15.32,Javier,Rodríguez,Madrid,False,0.0,0.0,Baja
VEN0332,2025-02-16,16:24,CLI072,PROD002,1,63.2,63.2,0.0,63.2,2026-03-22 19:31:25,ventas,Mouse Inalámbrico,Electrónica,63.2,Roberto,Pérez,Barcelona,False,0.0,0.0,Media
VEN0333,2025-02-09,20:16,CLI091,PROD026,4,10.92,43.68,0.1,39.31,2026-03-22 19:31:25,ventas,Lámpara Mesa,Hogar,10.92,Diego,González,Málaga,True,0.0,4.368,Baja
VEN0334,2025-02-07,17:18,CLI089,PROD026,4,10.92,43.68,0.0,43.68,2026-03-22 19:31:25,ventas,Lámpara Mesa,Hogar,10.92,Diego,Morales,Zaragoza,False,0.0,0.0,Baja
VEN0335,2025-02-07,09:08,CLI010,PROD041,4,15.73,62.92,0.0,62.92,2026-03-22 19:31:25,ventas,Novela Misterio,Libros,15.73,Beatriz,Torres,Sevilla,False,0.0,0.0,Media
VEN0336,2025-02-06,19:28,CLI012,PROD014,3,45.51,136.53,0.0,136.53,2026-03-22 19:31:25,ventas,Zapatillas Deportivas,Ropa,45.51,Antonio,García,Barcelona,False,0.0,0.0,Media
VEN0337,2025-02-22,13:45,CLI009,PROD043,5,16.69,83.45,0.0,83.45,2026-03-22 19:31:25,ventas,Guía Viajes Europa,Libros,16.69,Beatriz,Jiménez,Barcelona,False,0.0,0.0,Media
VEN0338,2025-02-18,12:57,CLI039,PROD010,2,60.59,121.18,0.1,109.06,2026-03-22 19:31:25,ventas,Lámpara LED,Electrónica,60.59,Isabel,Martínez,Sevilla,True,0.0,12.118000000000002,Media
VEN0339,2025-02-23,19:59,CLI090,PROD039,2,34.09,68.18,0.0,68.18,2026-03-22 19:31:25,ventas,Rodilleras,Deportes,34.09,Diego,González,Murcia,False,0.0,0.0,Media
VEN0340,2025-02-26,13:32,CLI029,PROD010,1,60.59,60.59,0.1,54.53,2026-03-22 19:31:25,ventas,Lámpara LED,Electrónica,60.59,Diego,Morales,Barcelona,True,0.0,6.059000000000001,Media
VEN0341,2025-02-07,20:08,CLI031,PROD050,4,23.47,93.88,0.1,84.49,2026-03-22 19:31:25,ventas,Thriller Político,Libros,23.47,Pedro,Rodríguez,Murcia,True,0.0,9.388,Media
VEN0342,2025-02-01,13:35,CLI074,PROD037,3,15.72,47.16,0.0,47.16,2026-03-22 19:31:25,ventas,Mochila Deportiva,Deportes,15.72,Fernando,López,Sevilla,False,0.0,0.0,Baja
VEN0343,2025-02-15,20:35,CLI017,PROD022,5,11.31,56.55,0.0,56.55,2026-03-22 19:31:25,ventas,Toallas Pack 4,Hogar,11.31,Luis,Rodríguez,Málaga,False,0.0,0.0,Media
VEN0344,2025-02-03,09:19,CLI051,PROD045,4,31.91,127.64,0.1,114.88,2026-03-22 19:31:25,ventas,Manual Python,Libros,31.91,Beatriz,Fernández,Zaragoza,True,0.0,12.764000000000001,Media
VEN0345,2025-02-17,14:49,CLI053,PROD033,5,33.46,167.3,0.0,167.3,2026-03-22 19:31:25,ventas,Pesas 2kg Par,Deportes,33.46,Elena,Flores,Valencia,False,0.0,0.0,Alta
VEN0346,2025-02-03,10:20,CLI083,PROD014,1,45.51,45.51,0.1,40.96,2026-03-22 19:31:25,ventas,Zapatillas Deportivas,Ropa,45.51,Antonio,Rodríguez,Sevilla,True,0.0,4.551,Baja
VEN0347,2025-02-15,15:43,CLI067,PROD030,3,19.67,59.01,0.0,59.01,2026-03-22 19:31:25,ventas,Velas Aromáticas Pack 3,Hogar,19.67,Ana,Martínez,Zaragoza,False,0.0,0.0,Media
VEN0348,2025-02-05,21:49,CLI071,PROD025,5,32.25,161.25,0.0,161.25,2026-03-22 19:31:25,ventas,Alfombra Sala,Hogar,32.25,Miguel,Rodríguez,Barcelona,False,0.0,0.0,Alta
VEN0349,2025-02-06,20:08,CLI056,PROD025,5,32.25,161.25,0.1,145.12,2026-03-22 19:31:25,ventas,Alfombra Sala,Hogar,32.25,Fernando,García,Málaga,True,0.0,16.125,Media
VEN0350,2025-02-28,08:53,CLI016,PROD015,5,25.34,126.7,0.1,114.03,2026-03-22 19:31:25,ventas,Chaqueta Impermeable,Ropa,25.34,Carmen,Díaz,Bilbao,True,0.0,12.670000000000002,Media
VEN0351,2025-02-05,12:10,CLI021,PROD047,3,19.89,59.67,0.1,53.7,2026-03-22 19:31:25,ventas,Cómic Aventuras,Libros,19.89,Carlos,Morales,Málaga,True,0.0,5.9670000000000005,Media
VEN0352,2025-02-23,11:22,CLI067,PROD011,3,22.58,67.74,0.0,67.74,2026-03-22 19:31:25,ventas,Camiseta Básica,Ropa,22.58,Ana,Martínez,Zaragoza,False,0.0,0.0,Media
VEN0353,2025-02-28,09:16,CLI026,PROD015,5,25.34,126.7,0.1,114.03,2026-03-22 19:31:25,ventas,Chaqueta Impermeable,Ropa,25.34,Juan,García,Bilbao,True,0.0,12.670000000000002,Media
VEN0354,2025-02-09,10:40,CLI039,PROD039,5,34.09,170.45,0.1,153.4,2026-03-22 19:31:25,ventas,Rodilleras,Deportes,34.09,Isabel,Martínez,Sevilla,True,0.0,17.044999999999998,Alta
VEN0355,2025-02-18,09:32,CLI083,PROD031,2,39.19,78.38,0.1,70.54,2026-03-22 19:31:25,ventas,Botella Agua 1L,Deportes,39.19,Antonio,Rodríguez,Sevilla,True,0.0,7.838,Media
VEN0356,2025-02-19,17:09,CLI022,PROD050,5,23.47,117.35,0.1,105.62,2026-03-22 19:31:25,ventas,Thriller Político,Libros,23.47,Carmen,Ruiz,Murcia,True,0.0,11.735,Media
VEN0357,2025-02-24,17:21,CLI073,PROD015,1,25.34,25.34,0.0,25.34,2026-03-22 19:31:25,ventas,Chaqueta Impermeable,Ropa,25.34,Javier,Pérez,Bilbao,False,0.0,0.0,Baja
VEN0358,2025-02-27,21:01,CLI011,PROD049,1,13.49,13.49,0.0,13.49,2026-03-22 19:31:25,ventas,Poesía Clásica,Libros,13.49,Pedro,Díaz,Madrid,False,0.0,0.0,Baja
VEN0359,2025-02-21,20:36,CLI034,PROD006,2,17.07,34.14,0.1,30.73,2026-03-22 19:31:25,ventas,Cargador Portátil,Electrónica,17.07,Javier,Ramírez,Murcia,True,0.0,3.414,Baja
VEN0360,2025-02-25,17:26,CLI080,PROD008,1,54.13,54.13,0.1,48.72,2026-03-22 19:31:25,ventas,Hub USB,Electrónica,54.13,Luis,Sánchez,Sevilla,True,0.0,5.413,Baja
VEN0361,2025-02-16,18:34,CLI038,PROD011,3,22.58,67.74,0.1,60.97,2026-03-22 19:31:25,ventas,Camiseta Básica,Ropa,22.58,Pedro,Martínez,Barcelona,True,0.0,6.774,Media
VEN0362,2025-02-16,11:51,CLI088,PROD026,4,10.92,43.68,0.0,43.68,2026-03-22 19:31:25,ventas,Lámpara Mesa,Hogar,10.92,Pedro,Ramírez,Murcia,False,0.0,0.0,Baja
VEN0363,2025-02-10,15:04,CLI089,PROD018,1,16.64,16.64,0.0,16.64,2026-03-22 19:31:25,ventas,Bufanda Lana,Ropa,16.64,Diego,Morales,Zaragoza,False,0.0,0.0,Baja
VEN0364,2025-02-06,15:26,CLI062,PROD024,4,45.19,180.76,0.1,162.68,2026-03-22 19:31:25,ventas,Cortinas Blackout,Hogar,45.19,Carmen,López,Barcelona,True,0.0,18.076,Alta
VEN0365,2025-02-07,13:38,CLI019,PROD045,3,31.91,95.73,0.1,86.16,2026-03-22 19:31:25,ventas,Manual Python,Libros,31.91,Ana,Torres,Sevilla,True,0.0,9.573,Media
VEN0366,2025-02-28,19:20,CLI094,PROD034,3,42.78,128.34,0.1,115.51,2026-03-22 19:31:25,ventas,Cuerda Saltar,Deportes,42.78,Fernando,Fernández,Bilbao,True,0.0,12.834000000000001,Media
VEN0367,2025-02-13,10:48,CLI048,PROD005,5,20.65,103.25,0.1,92.92,2026-03-22 19:31:25,ventas,Cable USB-C,Electrónica,20.65,Juan,Jiménez,Valencia,True,0.0,10.325000000000001,Media
VEN0368,2025-02-18,09:20,CLI031,PROD044,4,32.83,131.32,0.1,118.19,2026-03-22 19:31:25,ventas,Biografía Histórica,Libros,32.83,Pedro,Rodríguez,Murcia,True,0.0,13.132,Media
VEN0369,2025-02-04,12:28,CLI032,PROD019,2,40.98,81.96,0.0,81.96,2026-03-22 19:31:25,ventas,Guantes Invierno,Ropa,40.98,Isabel,Jiménez,Madrid,False,0.0,0.0,Media
VEN0370,2025-02-04,08:18,CLI050,PROD010,5,60.59,302.95,0.0,302.95,2026-03-22 19:31:25,ventas,Lámpara LED,Electrónica,60.59,Roberto,Sánchez,Málaga,False,0.0,0.0,Alta
VEN0371,2025-02-14,11:55,CLI021,PROD035,3,12.5,37.5,0.1,33.75,2026-03-22 19:31:25,ventas,Banda Elástica,Deportes,12.5,Carlos,Morales,Málaga,True,0.0,3.75,Baja
VEN0372,2025-02-19,19:20,CLI025,PROD014,2,45.51,91.02,0.1,81.92,2026-03-22 19:31:25,ventas,Zapatillas Deportivas,Ropa,45.51,Miguel,Rodríguez,Bilbao,True,0.0,9.102,Media
VEN0373,2025-02-16,16:29,CLI064,PROD026,3,10.92,32.76,0.1,29.48,2026-03-22 19:31:25,ventas,Lámpara Mesa,Hogar,10.92,Luis,Morales,Sevilla,True,0.0,3.276,Baja
VEN0374,2025-02-16,08:05,CLI051,PROD013,5,48.42,242.1,0.1,217.89,2026-03-22 19:31:25,ventas,Sudadera con Capucha,Ropa,48.42,Beatriz,Fernández,Zaragoza,True,0.0,24.21,Alta
VEN0375,2025-02-15,11:13,CLI075,PROD025,3,32.25,96.75,0.1,87.08,2026-03-22 19:31:25,ventas,Alfombra Sala,Hogar,32.25,Pedro,Torres,Zaragoza,True,0.0,9.675,Media
VEN0376,2025-02-02,08:18,CLI064,PROD039,5,34.09,170.45,0.1,153.4,2026-03-22 19:31:25,ventas,Rodilleras,Deportes,34.09,Luis,Morales,Sevilla,True,0.0,17.044999999999998,Alta
